AppID;Name;Release date;Estimated owners;Required age;Price;DLC count;Supported languages;Website;Windows;Mac;Linux;Positive;Negative;Achievements;Average playtime forever;Median playtime forever;Developers;Publishers;Categories
1271620;Umihara Kawase BaZooKa!;28.05.2020;0 - 20000;0;29.99;0;['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese', 'Korean'];https://swninfo.success-corp.co.jp/general/umihara-bazooka/;WAHR;FALSCH;FALSCH;12;2;29;0;0;Studio Saizensen;SUCCESS Corp.;Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play on TV,Remote Play Together
1492290;Boulders: Puzzle;02.10.2021;0 - 20000;0;0.99;0;['English', 'Swedish'];;WAHR;FALSCH;FALSCH;4;0;7;0;0;Farewell Games;Farewell Games;Single-player,Steam Achievements,Partial Controller Support,Stats,Includes level editor
1433770;Chesnakisnak;19.10.2020;0 - 20000;0;0;0;['English'];https://schirwindt.com/;WAHR;FALSCH;FALSCH;4;3;31;0;0;Schirwindt;Schirwindt;Single-player,Steam Achievements
1804390;Key;01.12.2021;0 - 20000;0;0.99;0;['English'];https://www.facebook.com/AgosttaGames;WAHR;WAHR;FALSCH;0;1;100;0;0;Agostta Games;Agostta Games;Single-player
1091350;Valley Run;03.07.2019;0 - 20000;0;0.99;0;['English'];https://valley.run;WAHR;FALSCH;FALSCH;1;2;0;0;0;Alliance4devs;Alliance4devs;Single-player
1836500;Memory Puzzle - Hentai Angels;08.12.2021;0 - 20000;0;0.59;1;['English'];http://www.exosyphen.com;WAHR;FALSCH;FALSCH;0;0;3;0;0;DIG Publishing;DIG Publishing;Single-player,Steam Achievements,Steam Leaderboards
813360;Space Duty;21.03.2018;0 - 20000;0;4.99;0;['English'];;WAHR;FALSCH;FALSCH;1;0;0;0;0;cybercritics;cybercritics;Single-player
846220;Catsapults;12.06.2018;0 - 20000;0;1.99;0;['English'];https://gamejolt.com/@spess;WAHR;FALSCH;FALSCH;3;0;40;0;0;Midnight Warden;Superfantastic Productions;Single-player,Steam Achievements,Includes level editor
223750;DCS World Steam Edition;02.08.2013;2000000 - 5000000;0;0;114;['English', 'German', 'Spanish - Spain', 'Russian', 'Czech', 'French', 'Simplified Chinese'];http://www.digitalcombatsimulator.com/en/;WAHR;FALSCH;FALSCH;19580;3421;0;505;38;Eagle Dynamics SA;;Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Captions available,VR Support,Partial Controller Support,Includes level editor
1845880;SEARCH ALL - POTIONS;27.12.2021;0 - 20000;0;1.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese'];;WAHR;FALSCH;FALSCH;20;1;10;0;0;Laush Dmitriy Sergeevich;Laush Studio;Single-player,Steam Achievements,Full controller support
291170;Royal Defense;10.11.2014;100000 - 200000;0;0.49;1;['English', 'Russian', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil'];https://www.facebook.com/8FloorGames;WAHR;WAHR;FALSCH;239;82;14;284;310;Good Games,Creobit;8Floor;Single-player,Steam Achievements,Steam Trading Cards
1162730;Deep Ocean Rush;03.01.2020;0 - 20000;0;1.99;0;['English', 'Russian'];;WAHR;FALSCH;FALSCH;3;9;9;0;0;TeamB;MyDreamForever;Single-player,Steam Achievements
236490;Hexodius;21.06.2013;0 - 20000;0;9.99;0;['English', 'German', 'French', 'Russian', 'Polish', 'Portuguese - Brazil'];http://brainslapstudio.com/;WAHR;FALSCH;FALSCH;26;16;20;75;75;Brain Slap Studio;BANDAI NAMCO Entertainment;Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV
1418650;Shooting Type;29.09.2020;0 - 20000;0;3.99;0;['Japanese', 'English', 'French', 'Spanish - Spain', 'Russian', 'Simplified Chinese'];https://ryota11ryota11.wixsite.com/shootingtype;WAHR;FALSCH;FALSCH;0;0;0;0;0;Matsuta App.;Matsuta App.;Single-player,Partial Controller Support,Steam Cloud
1011320;Whiskey & Zombies: The Great Southern Zombie Escape;25.11.2020;0 - 20000;0;9.99;0;['English'];http://www.whiskeyandzombies.com;WAHR;WAHR;FALSCH;8;0;36;0;0;Nuttery Entertainment;Nuttery Entertainment;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together
1895130;Darza's Dominion;21.04.2022;0 - 0;0;0;0;['English'];https://darzasdominion.com/;WAHR;FALSCH;FALSCH;0;0;0;0;0;Ripple Studio;Ripple Studio;Multi-player,MMO,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases
1002510;The Spell - A Kinetic Novel;15.01.2019;0 - 20000;0;4.99;0;['English'];https://www.hangovercatpurrroduction.com/;WAHR;WAHR;WAHR;24;0;0;0;0;Hangover Cat Purrroduction;Hangover Cat Purrroduction;Single-player,Steam Cloud
346940;Shadowrun: Hong Kong - Extended Edition;20.08.2015;500000 - 1000000;0;19.99;1;['English'];http://harebrained-schemes.com/shadowrun/hongkong/;WAHR;WAHR;WAHR;3578;562;60;869;516;Harebrained Schemes;Paradox Interactive;Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor
1983410;Phantom Brigade Playtest;30.06.2022;0 - 0;0;0;0;[];;WAHR;FALSCH;FALSCH;0;0;0;0;0;;;
40420;Tidalis;16.07.2010;100000 - 200000;0;4.99;0;['English'];http://arcengames.com/tidalis/;WAHR;WAHR;WAHR;146;77;64;163;248;Arcen Games, LLC;Arcen Games, LLC;Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Includes level editor,Remote Play Together
1526480;battle Tank;04.02.2021;0 - 20000;0;12.99;0;['English'];;WAHR;FALSCH;FALSCH;2;8;0;0;0;xuechengyu;xuechengyu;Single-player
1914950;Xpraize Beta for GameMaster;31.05.2022;0 - 0;0;0;0;['English', 'Japanese'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;RedefineArts.Inc;RedefineArts.Inc;Multi-player,Co-op,Online Co-op
288790;White Haven Mysteries;17.04.2014;20000 - 50000;0;4.99;0;['English'];http://www.gogiigames.com/games/white-haven-mysteries;WAHR;FALSCH;FALSCH;47;40;0;0;0;Gogii Games;Strategy First;Single-player
434970;That Dam Level redux;25.02.2016;0 - 20000;0;8.99;0;['English'];;WAHR;FALSCH;WAHR;2;1;40;0;0;noiarc;noiarc;Single-player,Steam Achievements,Full controller support
1073890;Dragon Fight VR;05.03.2020;0 - 20000;0;0;0;['English'];https://taa.io/;WAHR;FALSCH;FALSCH;9;1;0;0;0;The Acceleration Agency,FarCade;The Acceleration Agency;Single-player
1811750;VELONE;21.04.2022;0 - 20000;0;8.49;1;['English', 'German', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Thai', 'Turkish'];https://www.zar21.de/;WAHR;WAHR;FALSCH;9;15;25;0;0;ZAR 21;Daedalic Entertainment;Single-player,Steam Achievements,Partial Controller Support,Steam Cloud
283620;World of Subways 3 – London Underground Circle Line;12.05.2014;100000 - 200000;0;14.99;0;['English', 'French', 'German', 'Spanish - Spain'];http://www.world-of-subways.com/;WAHR;FALSCH;FALSCH;424;147;0;0;0;TML-Studios;Aerosoft GmbH;Single-player
1152410;Karate Cat;10.10.2019;0 - 20000;0;0.99;1;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Greek', 'Danish', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Turkish', 'Finnish', 'Czech', 'Swedish', 'Japanese'];;WAHR;WAHR;WAHR;80;5;19;0;0;Take Toad;Take Toad;Single-player,Steam Achievements
350970;Planet of the Eyes;24.08.2015;50000 - 100000;0;9.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese'];http://planetoftheeyes.com/;WAHR;WAHR;FALSCH;421;86;14;0;0;Cococucumber;Cococucumber;Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV
1582850;Retro Machina: Nucleonics;14.04.2021;0 - 0;0;0;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese'];http://www.retromachina.com/;WAHR;FALSCH;FALSCH;0;0;0;0;0;Orbit Studio;Super.com;Single-player,Full controller support
308560;City Quest;20.08.2015;0 - 20000;0;1.99;0;['English'];http://CityQuestGame.com;WAHR;WAHR;WAHR;31;10;50;0;0;Stone Monkey Studios;Stone Monkey Studios;Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud
1807610;Skeleton Scramble Deluxe;18.03.2022;0 - 20000;0;2.99;0;['English'];;WAHR;FALSCH;FALSCH;17;0;0;0;0;Chris Turd Boomerang Armstrong;Chris Turd Boomerang Armstrong;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together
1504570;Cultivation Tales;14.04.2022;500000 - 1000000;0;19.99;0;['English', 'Simplified Chinese'];;WAHR;FALSCH;FALSCH;4959;8060;0;1662;2689;Ac Games;Ac Games;Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases,Partial Controller Support
418650;Space Pirate Trainer;12.10.2017;200000 - 500000;0;14.99;0;['English'];http://spacepiratetrainer.com;WAHR;FALSCH;FALSCH;2574;149;10;80;96;I-Illusions;I-Illusions;Single-player,VR Support,SteamVR Collectibles
1064920;VR Party Pack;04.05.2019;0 - 20000;0;3.99;0;['English'];https://vrpack.co;WAHR;FALSCH;FALSCH;1;0;0;0;0;Jaz Marshall-Porter;Stack Interactive;Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Cross-Platform Multiplayer,Remote Play Together
1088040;MMA Executive;26.08.2019;0 - 20000;0;11.99;0;['English'];http://vectormatrixlimited.com/;WAHR;FALSCH;FALSCH;5;5;40;0;0;Vectormatrix Limited;Vectormatrix Limited;Single-player,Steam Achievements
1418160;Happy Quest;06.11.2020;50000 - 100000;0;1.99;1;['English', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Portuguese', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil'];;WAHR;FALSCH;FALSCH;623;126;20;62;62;HappyGames;HappyGames;Single-player,Steam Achievements,Steam Cloud
1128420;Solitaire Jack Frost Winter Adventures;01.09.2019;0 - 20000;0;4.99;0;['English', 'French', 'German', 'Russian'];https://www.facebook.com/8FloorGames/;WAHR;WAHR;FALSCH;3;0;0;0;0;Somer Games;8floor;Single-player
313740;Sakura Spirit;09.07.2014;200000 - 500000;0;9.99;0;['English'];;WAHR;WAHR;WAHR;5684;1547;0;247;225;Winged Cloud;Winged Cloud;Single-player,Steam Trading Cards
960820;Data mining 2;25.10.2018;0 - 20000;0;1.03;0;['English'];;WAHR;FALSCH;FALSCH;14;14;100;0;0;Blender Games;Blender Games;Single-player,Steam Achievements,Steam Cloud
1515820;Guns of Succubus;27.02.2021;0 - 20000;0;6.99;0;['Japanese', 'English', 'Simplified Chinese'];;WAHR;FALSCH;FALSCH;41;6;0;48;48;RakuRai;OTAKU Plan;Single-player,Steam Cloud
237760;Intake;06.11.2013;20000 - 50000;0;9.99;0;['English'];http://www.playintake.com;WAHR;WAHR;FALSCH;365;28;77;157;172;Cipher Prime Studios;Cipher Prime Studios;Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards
1022480;KAMIKO;26.06.2019;0 - 20000;0;4.99;0;['English', 'Traditional Chinese', 'Japanese'];;WAHR;FALSCH;FALSCH;122;17;27;0;0;SKIPMORE,ESQUADRA,inc.,Kan.Kikuchi;Flyhigh Works;Single-player,Steam Achievements,Partial Controller Support
532080;Apocalypse Mechanism;11.06.2018;0 - 20000;0;14.99;0;['English'];;WAHR;FALSCH;FALSCH;7;6;0;0;0;Mirage Interactive;Mirage Interactive;Single-player
415780;Bacon Rebellion;08.01.2021;0 - 20000;0;3.99;0;['English'];;WAHR;FALSCH;FALSCH;21;2;18;0;0;Nauris Amatnieks;Nauris Amatnieks;Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards
1166990;Kukoro: Stream chat games;06.11.2020;0 - 20000;0;4.99;0;['English', 'Spanish - Spain'];https://heynaugames.com/kukoro-twitch-interactive-chat-games;WAHR;WAHR;FALSCH;440;9;86;0;0;HeyNau;HeyNau;Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud
407420;Gabe Newell Simulator;14.12.2015;20000 - 50000;0;2.99;1;['English'];;WAHR;WAHR;WAHR;313;312;0;134;134;Antonio Renna;Antonio Renna;Single-player,Steam Trading Cards
391280;Epic Manager - Create Your Own Adventuring Agency!;12.12.2016;50000 - 100000;0;17.99;1;['English'];http://manavoid.com;WAHR;WAHR;FALSCH;156;70;0;1266;1266;ManaVoid Entertainment;ManaVoid Entertainment,Indie Asylum;Single-player
1371730;A Little Bird;17.09.2020;0 - 20000;0;9.99;0;['Korean', 'English'];;WAHR;FALSCH;FALSCH;4;1;0;0;0;Sum Co.;Sum Co.;Single-player
471770;In Case of Emergency, Release Raptor;29.08.2016;20000 - 50000;0;0;0;['English'];http://arcengames.com/in-case-of-emergency-release-raptor/;WAHR;WAHR;WAHR;50;18;0;0;0;Arcen Games, LLC;Arcen Games, LLC;Single-player,Partial Controller Support,Steam Cloud
461830;Adventure Apes and the Mayan Mystery;15.07.2016;0 - 20000;0;2.99;0;['English'];http://www.scarypotatogames.com;WAHR;FALSCH;FALSCH;14;5;14;263;263;ScaryPotato;Groupees Interactive;Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support
1376590;Sphere Game;05.08.2020;0 - 20000;0;0.49;0;['English'];;WAHR;FALSCH;FALSCH;11;1;17;0;0;D.P.L.D.S;D.P.L.D.S;Single-player,Steam Achievements,Full controller support
990840;Running Tadpoles;21.12.2018;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;Mr. Neighbor;Mr. Neighbor;Single-player
1788730;No Crooks On Christmas;03.12.2021;0 - 0;0;0;0;['English'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;Taryn McMillan;Mystic Mill Games;Single-player
1412580;Sword of Destiny;20.11.2020;20000 - 50000;0;0.99;0;['English', 'Turkish', 'German', 'Spanish - Spain'];;WAHR;FALSCH;FALSCH;123;19;0;0;0;Talha Emre Gülap;RoseWater Studios;Single-player,Partial Controller Support
889280;Marginalia;01.10.2019;20000 - 50000;0;5.99;0;['English'];https://connorsherlock.com;WAHR;FALSCH;FALSCH;36;6;0;0;0;Connor Sherlock,Cameron Kunzelman;Connor Sherlock;Single-player,Partial Controller Support
1277310;Saving You From Yourself;14.05.2020;0 - 20000;0;0;0;['English'];https://taylormccue.neocities.org/;WAHR;FALSCH;FALSCH;28;29;3;0;0;Taylor McCue;Taylor McCue;Single-player,Steam Achievements
1600600;ZAR;26.04.2021;0 - 20000;0;9.99;0;['English'];;WAHR;FALSCH;FALSCH;13;8;3;0;0;PancakeGames;Piece Of Voxel;Single-player,Steam Achievements
1302460;Turbo Shot;13.01.2022;0 - 0;0;0;0;['English', 'French', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese'];https://www.wizardgames.ca;WAHR;FALSCH;FALSCH;0;0;31;0;0;Wizard Games Inc;Wizard Games Inc;Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,In-App Purchases
869840;Feather Of Praying ?????;06.06.2018;0 - 20000;0;1.99;0;['Simplified Chinese', 'English'];http://weibo.com/gra613;WAHR;FALSCH;FALSCH;195;8;19;233;233;????;Ningbing Games;Single-player,Steam Achievements,Steam Cloud
438490;GOD EATER 2 Rage Burst;29.08.2016;200000 - 500000;0;49.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian'];http://god-eater.com;WAHR;FALSCH;FALSCH;3145;886;47;369;178;BANDAI NAMCO Studio,SHIFT,QLOC;BANDAI NAMCO Entertainment;Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards
1187250;Consumed Awakening;21.06.2020;0 - 20000;0;10.99;0;['English'];;WAHR;FALSCH;WAHR;3;0;25;0;0;Birchislet Gaming;Birchislet Gaming;Single-player,Steam Achievements
1541450;Must Reach;21.02.2021;0 - 20000;0;3.99;0;['English', 'Russian'];;WAHR;FALSCH;FALSCH;2;6;5;0;0;Reforged Group;Reforged Group;Single-player,Steam Achievements
656070;Better Off Tread;12.09.2017;50000 - 100000;0;0;0;['English'];http://www.betterofftread.com;WAHR;WAHR;FALSCH;54;33;0;3;3;Pixel Constructor, LLC.;Pixel Constructor, LLC;Multi-player,PvP,Online PvP,In-App Purchases,Partial Controller Support
1495080;Asian Riddles 4;02.02.2021;0 - 20000;0;4.99;0;['English', 'French', 'German', 'Russian'];https://www.facebook.com/8FloorGames/;WAHR;FALSCH;FALSCH;8;0;0;0;0;Creobit;8floor;Single-player
406930;Epic Showdown;27.10.2015;0 - 20000;0;4.99;0;['English'];;WAHR;FALSCH;FALSCH;16;27;0;1;2;Naloki;Naloki;Single-player,Multi-player,Co-op
855010;270 | Two Seventy US Election;31.05.2018;100000 - 200000;0;0;0;['English'];http://www.political-games.com/;WAHR;WAHR;FALSCH;541;164;0;81;81;Political Games LLC;Political Games LLC;Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,In-App Purchases,Remote Play Together
312540;Ys VI: The Ark of Napishtim;28.04.2015;100000 - 200000;0;19.99;1;['English'];http://www.worldofys.com/ysvi/;WAHR;FALSCH;FALSCH;843;93;16;360;634;Nihon Falcom;XSEED Games,Marvelous USA, Inc.;Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards
1028340;Spare Teeth VR;12.12.2019;0 - 20000;0;3.99;0;['English'];;WAHR;FALSCH;FALSCH;8;2;16;0;0;L2D;Level 2 Design;Single-player
368570;Beat Da Beat;10.03.2016;20000 - 50000;0;1.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Turkish', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean'];http://www.beat-da-beat.com;WAHR;FALSCH;FALSCH;417;32;10;0;0;2 players;Nekki Limited;Single-player,Steam Achievements,Steam Leaderboards
270880;American Truck Simulator;02.02.2016;2000000 - 5000000;0;19.99;32;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Turkish', 'Ukrainian'];https://americantrucksimulator.com/;WAHR;WAHR;WAHR;104521;3859;80;3335;858;SCS Software;SCS Software;Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play Together
1671200;Honkai Impact 3rd;21.10.2021;0 - 0;0;0;0;['English', 'French', 'German', 'Simplified Chinese'];https://honkaiimpact3.hoyoverse.com/global;WAHR;FALSCH;FALSCH;0;0;0;0;0;miHoYo Limited;miHoYo Limited;Single-player,Multi-player,Co-op,Online Co-op,In-App Purchases,Partial Controller Support
959410;The Endless Empty;03.11.2018;0 - 20000;0;3.99;0;['English', 'Simplified Chinese'];https://discord.gg/hdMNZJTzCr;WAHR;FALSCH;FALSCH;92;5;5;0;0;Erik Sheader-Smith;Erik Sheader-Smith;Single-player
1273250;Breakpoint;24.09.2020;20000 - 50000;0;4.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish'];;WAHR;WAHR;WAHR;145;3;27;0;0;Studio Aesthesia;The Quantum Astrophysicists Guild;Single-player,Steam Achievements,Full controller support,Steam Cloud
913440;Mahjongg The Ultimate Collection 2;13.08.2018;0 - 20000;0;6.99;0;['English'];http://www.gunnargames.com/;WAHR;FALSCH;FALSCH;8;1;0;0;0;Gunnar Games;Gunnar Games;Single-player,Includes level editor
959050;Bound Up & Squirming!;25.04.2019;0 - 20000;0;4.99;0;['English'];;WAHR;WAHR;FALSCH;30;2;7;0;0;Stegersaurus Software Inc.;Stegersaurus Software Inc.;Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards
991230;Highway of death;18.12.2018;0 - 20000;0;1.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese'];;WAHR;FALSCH;FALSCH;22;11;40;0;0;Laush Dmitriy Sergeevich;Laush Studio;Single-player,Steam Achievements
1580640;???Silver Soul;08.04.2021;50000 - 100000;0;0.99;0;['Simplified Chinese'];https://space.bilibili.com/442128670;WAHR;FALSCH;FALSCH;9;12;0;0;0;??????;qiutaixu studio;Single-player
1808860;Pizza Man;05.12.2021;0 - 20000;0;0.49;0;['English'];;WAHR;FALSCH;FALSCH;7;1;15;0;0;Artur Rezende;PROATIV GAMES;Single-player,Steam Achievements,Partial Controller Support
1338130;Popo's Tower;10.06.2020;0 - 20000;0;2.99;0;['English', 'Dutch'];https://www.sokpop.co/;WAHR;WAHR;FALSCH;16;3;8;0;0;Sokpop Collective;Sokpop Collective;Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards
589220;UAYEB: The Dry Land - Episode 1;31.01.2018;0 - 20000;0;12.99;0;['English'];https://www.uayebgame.com;WAHR;FALSCH;FALSCH;52;29;109;2583;2583;ICA GAMES;ICA GAMES;Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support
993750;Girls & sweets;24.12.2018;0 - 20000;0;1.99;1;['English', 'Russian', 'Simplified Chinese'];;WAHR;WAHR;WAHR;1;8;6;0;0;Multiblender Games;Multiblender Games;Single-player,Steam Achievements
903790;Card Battle Spirit Link;02.05.2020;0 - 20000;0;9.99;1;['English'];https://roborhy99.wixsite.com/cardbattlespiritlink/;WAHR;FALSCH;FALSCH;3;0;0;0;0;Speedrobo Games;Speedrobo Games;Single-player,Multi-player,PvP,Online PvP
1508980;Cheese Runner;14.07.2022;50000 - 100000;0;2.99;0;['English'];http://www.massivecorp.ca;WAHR;FALSCH;FALSCH;7;0;32;0;0;Kai Hutchence;Massive Corporation Game Studios;Single-player,Steam Achievements,Stats,Steam Leaderboards
1208040;Axiel;27.12.2019;0 - 20000;0;1.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Portuguese - Brazil'];;WAHR;FALSCH;FALSCH;0;0;1;0;0;RawEgg;RawEgg;Single-player,Steam Achievements
408920;Krai Mira: Extended Cut;11.07.2016;20000 - 50000;0;9.99;0;['English', 'French', 'German', 'Polish'];http://crimeagame.com;WAHR;FALSCH;FALSCH;143;94;15;0;0;TallTech studio;;Single-player,Steam Achievements
1217510;Terminal Singularity;17.07.2020;0 - 20000;0;0;1;['English'];https://www.moustachecabal.com/;WAHR;FALSCH;WAHR;4;1;9;0;0;Moustache Cabal;Moustache Cabal;Single-player,Multi-player,PvP,Online PvP,Steam Achievements
1417190;Gravity Mummy;22.09.2020;0 - 20000;0;2.99;0;['English'];;WAHR;FALSCH;FALSCH;21;10;7;0;0;Luci Entertainment;Luci Entertainment;Single-player,Steam Achievements
1386330;Funanigans: Party Games;27.09.2020;0 - 20000;0;9.99;0;['English'];;WAHR;WAHR;WAHR;1;3;71;0;0;Eric Peterson;Eric Peterson;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Remote Play on TV,Remote Play Together
1776860;Tank Sudoku;29.04.2022;0 - 20000;0;4.99;0;['English'];;WAHR;FALSCH;FALSCH;1;0;0;0;0;Meekrab Games;Meekrab Games;Single-player,Partial Controller Support
1227000;Black Butterfly;07.02.2020;0 - 20000;0;1.99;0;['English'];;WAHR;FALSCH;FALSCH;19;15;0;0;0;Rafael Braza;616 GAMES;Single-player
1285820;Virus Kombat;12.05.2020;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;3;2;0;0;0;Artur Rezende;PROATIV GAMES;Single-player,Partial Controller Support
394960;The Facility;03.09.2015;0 - 20000;0;0;0;['English'];http://www.polydigital.se/;WAHR;FALSCH;FALSCH;3;1;1;0;0;PolyDigital;PolyDigital;Single-player,Steam Achievements,VR Support,Partial Controller Support,Steam Cloud
747110;Kamboja;15.03.2018;0 - 20000;0;2.99;0;['English'];http://ocnarb.netai.net/rotciv/kamboja.html;WAHR;FALSCH;FALSCH;3;0;0;0;0;Rotciv Ocnarb,João Humming Luiz;Rotciv Ocnarb;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together
733990;I Can't Believe It's Not Gambling;11.12.2017;50000 - 100000;0;0.99;0;['English', 'Simplified Chinese'];http://www.icantbelieveitsnotgambling.com;WAHR;FALSCH;WAHR;1359;119;29;70;75;Mutant Entertainment Studios;Mutant Entertainment Studios;Single-player,Steam Achievements,Steam Cloud
1998840;Arcadia;30.05.2022;0 - 20000;0;1.99;0;['English'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;Imagine;Pixel Games UK;Single-player,Full controller support,Steam Cloud
704760;Grimrush;30.11.2017;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;10;3;17;0;0;Merge Heroes;Pohjoinen Pelinkehitys ry;Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards
528460;Rogalia;15.10.2018;20000 - 50000;0;0;0;['English', 'Russian', 'Japanese', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese', 'Korean'];http://rogalia.ru;WAHR;WAHR;WAHR;336;143;35;0;0;TatriX,Nanalli;TatriX;Multi-player,MMO,PvP,Online PvP,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases
1457490;Chuckle Phrase Builder;06.09.2021;0 - 0;0;0;0;['English', 'French', 'Spanish - Spain', 'German'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;The LOL team;The LOL team;Multi-player,PvP,Online PvP,In-App Purchases,Steam Cloud,Steam Leaderboards
